antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,formatted_rule
"frozenset({'departure_airport=LED', 'time_of_day=Вечер', 'airline_code=S7'})","frozenset({'arrival_airport=YKS', 'delay_category=Короткая'})",0.0018391522767697431,0.004514740931467643,0.0016476788890512494,0.8958904109589041,198.43672639432486,1.0,0.0016393755929881152,9.56189788315827,0.9967938659833666,0.3501070663811563,0.8954182514580774,0.6304228840508806,"если аэропорт вылета LED, вечер, авиакомпания S7, то короткая задержка"
"frozenset({'departure_airport=KJA', 'airline_code=WZ', 'time_of_day=День'})","frozenset({'arrival_airport=UIK', 'delay_category=Короткая'})",0.0018441910501307561,0.004776757146240319,0.0016627952091342883,0.9016393442622951,188.7555336515183,1.0,0.0016539859563565438,10.118102969013224,0.996539952134995,0.33536585365853655,0.9011672441896956,0.6248703050425399,"если аэропорт вылета KJA, авиакомпания WZ, день, то короткая задержка"
"frozenset({'time_of_day=Утро', 'airline_code=SU', 'arrival_airport=SVX'})","frozenset({'delay_category=Короткая', 'departure_airport=NSK'})",0.0023732622530371205,0.00386977794125798,0.0017232604894664443,0.7261146496815287,187.63729100318474,1.0,0.001714076491550821,3.6370336014702915,0.9970367987750578,0.3812709030100334,0.7250506567781655,0.5857135748407644,"если утро, авиакомпания SU, аэропорт прилета SVX, то короткая задержка"
"frozenset({'departure_airport=AER', 'airline_code=S7', 'time_of_day=День'})","frozenset({'arrival_airport=KUF', 'delay_category=Короткая'})",0.0018441910501307561,0.005104277414706164,0.0017282992628274573,0.9371584699453552,183.60257364642166,1.0,0.0017188860001018716,15.831818889835555,0.9963909885978818,0.33108108108108103,0.9368360636918335,0.6378783465225295,"если аэропорт вылета AER, авиакомпания S7, день, то короткая задержка"
"frozenset({'time_of_day=Вечер', 'airline_code=S7', 'departure_airport=KHV'})","frozenset({'arrival_airport=VVO', 'delay_category=Короткая'})",0.0018441910501307561,0.005058928454457047,0.0017081441693834053,0.9262295081967213,183.08808209783814,1.0,0.0016988145388044439,13.486978969839587,0.9963756551060354,0.32880698351115417,0.9258544109665877,0.6319394552935798,"если вечер, авиакомпания S7, аэропорт вылета KHV, то короткая задержка"
"frozenset({'time_of_day=Утро', 'departure_airport=UFA', 'airline_code=SU'})","frozenset({'delay_category=Короткая', 'arrival_airport=UCT'})",0.0018441910501307561,0.005094199867984138,0.0017182217161054313,0.9316939890710383,182.89309670131288,1.0,0.0017088270383013176,14.565420913932721,0.9963698213755818,0.3291505791505791,0.9313442429223973,0.6344919005691492,"если утро, аэропорт вылета UFA, авиакомпания SU, то короткая задержка"
"frozenset({'time_of_day=Утро', 'airline_code=S7', 'arrival_airport=KHV'})","frozenset({'delay_category=Короткая', 'departure_airport=VVO'})",0.0018441910501307561,0.0049783080806808395,0.0016678339824953013,0.9043715846994536,181.66243833101035,1.0,0.0016586530312881161,10.40508397835631,0.9963327125919703,0.3235581622678397,0.9038931351173995,0.6196959138072167,"если утро, авиакомпания S7, аэропорт прилета KHV, то короткая задержка"
"frozenset({'airline_code=UT', 'arrival_airport=KJA', 'time_of_day=День'})","frozenset({'departure_airport=UKX', 'delay_category=Короткая'})",0.005532573150392269,0.0016879890759393533,0.0016879890759393533,0.30510018214936246,180.747723132969,1.0,0.0016786501528996559,1.436627245078137,1.0,0.30510018214936246,0.3039252155171185,0.6525500910746812,"если авиакомпания UT, аэропорт прилета KJA, день, то короткая задержка"
"frozenset({'time_of_day=Утро', 'airline_code=S7', 'arrival_airport=SVO'})","frozenset({'delay_category=Короткая', 'departure_airport=IJK'})",0.005532573150392269,0.0016678339824953013,0.0016678339824953013,0.3014571948998178,180.747723132969,1.0,0.001658606568984436,1.4291639091098047,0.9999999999999999,0.3014571948998178,0.30029019510933597,0.6507285974499089,"если утро, авиакомпания S7, аэропорт прилета SVO, то короткая задержка"
"frozenset({'time_of_day=Утро', 'airline_code=UT', 'arrival_airport=UFA'})","frozenset({'delay_category=Короткая', 'departure_airport=UCT'})",0.0018441910501307561,0.005084122321262112,0.0016930278493003663,0.9180327868852459,180.56858762936847,1.0,0.0016836517564177247,12.137973707680606,0.9962993044462793,0.3233878729547642,0.9176139260074995,0.6255178800630392,"если утро, авиакомпания UT, аэропорт прилета UFA, то короткая задержка"
"frozenset({'time_of_day=Утро', 'airline_code=WZ', 'arrival_airport=UFA'})","frozenset({'delay_category=Короткая', 'departure_airport=UCT'})",0.0018441910501307561,0.005084122321262112,0.0016930278493003663,0.9180327868852459,180.56858762936847,1.0,0.0016836517564177247,12.137973707680606,0.9962993044462793,0.3233878729547642,0.9176139260074995,0.6255178800630392,"если утро, авиакомпания WZ, аэропорт прилета UFA, то короткая задержка"
"frozenset({'time_of_day=Утро', 'airline_code=UT', 'arrival_airport=KRR'})","frozenset({'delay_category=Короткая', 'departure_airport=NAL'})",0.0018441910501307561,0.005074044774540086,0.0016829503025783403,0.912568306010929,179.8502667122492,1.0,0.0016735927946171707,11.379465612891199,0.9962771445926643,0.32146294513955725,0.9121224111906316,0.6221232791226442,"если утро, авиакомпания UT, аэропорт прилета KRR, то короткая задержка"
"frozenset({'airline_code=S7', 'time_of_day=День', 'departure_airport=URS'})","frozenset({'arrival_airport=KUF', 'delay_category=Короткая'})",0.0018441910501307561,0.005104277414706164,0.0016829503025783403,0.912568306010929,178.78501340497036,1.0,0.0016735370398527547,11.3791198270693,0.996243954202703,0.31961722488038274,0.9121197407886379,0.6211410138149412,"если авиакомпания S7, день, аэропорт вылета URS, то короткая задержка"
"frozenset({'airline_code=WZ', 'departure_airport=UFA', 'time_of_day=День'})","frozenset({'delay_category=Короткая', 'arrival_airport=UCT'})",0.0018441910501307561,0.005094199867984138,0.0016779115292173273,0.9098360655737705,178.60234956462517,1.0,0.0016685168514132137,11.03440978328236,0.9962382231293613,0.3189655172413793,0.9093744006575643,0.6196064600865885,"если авиакомпания WZ, аэропорт вылета UFA, день, то короткая задержка"
"frozenset({'time_of_day=Утро', 'airline_code=SU', 'arrival_airport=URS'})","frozenset({'departure_airport=KUF', 'delay_category=Короткая'})",0.0018441910501307561,0.005018618267568943,0.0016476788890512494,0.8934426229508197,178.0256188689183,1.0,0.001638423598158176,9.337517582412044,0.9962200510319509,0.3159420289855072,0.8929051548043584,0.610877937981434,"если утро, авиакомпания SU, аэропорт прилета URS, то короткая задержка"
"frozenset({'time_of_day=Утро', 'airline_code=S7', 'departure_airport=NUX'})","frozenset({'delay_category=Короткая', 'arrival_airport=NOJ'})",0.0018441910501307561,0.005048850907735021,0.0016476788890512494,0.8934426229508197,176.9595971990445,1.0,0.00163836784339376,9.337233860712026,0.9961861501443451,0.3141210374639769,0.8929019006145206,0.6098949641700206,"если утро, авиакомпания S7, аэропорт вылета NUX, то короткая задержка"
"frozenset({'time_of_day=Вечер', 'arrival_airport=VKO', 'airline_code=SU'})","frozenset({'delay_category=Короткая', 'departure_airport=VVO'})",0.0018391522767697431,0.0049783080806808395,0.0015972911554411194,0.8684931506849315,174.4554849980589,1.0,0.001588135288800074,7.566310782303155,0.9960998580301504,0.305984555984556,0.8678351935610549,0.5946716765570407,"если вечер, аэропорт прилета VKO, авиакомпания SU, то короткая задержка"
"frozenset({'time_of_day=Вечер', 'airline_code=S7', 'departure_airport=VKO'})","frozenset({'arrival_airport=VVO', 'delay_category=Короткая'})",0.0018391522767697431,0.005058928454457047,0.0016124074755241584,0.8767123287671234,173.30000545762158,1.0,0.0016031033357391286,8.070077580313852,0.99606156863339,0.3050524308865586,0.8760854539441604,0.5977187141843585,"если вечер, авиакомпания S7, аэропорт вылета VKO, то короткая задержка"
"frozenset({'arrival_airport=RTW', 'airline_code=SU', 'time_of_day=День'})","frozenset({'delay_category=Короткая', 'departure_airport=ULY'})",0.0018441910501307561,0.005290712029063645,0.0016779115292173273,0.9098360655737705,171.96854800936768,1.0,0.001668154445444509,11.032230284768568,0.9960218377341475,0.3074792243767313,0.9093564969015712,0.6134894613583138,"если аэропорт прилета RTW, авиакомпания SU, день, то короткая задержка"
"frozenset({'airline_code=UT', 'departure_airport=RTW', 'time_of_day=День'})","frozenset({'delay_category=Короткая', 'arrival_airport=ULY'})",0.0018441910501307561,0.005225207975370476,0.0016124074755241584,0.8743169398907105,167.3267253689974,1.0,0.0016027711937409083,7.914947258282926,0.9958602248920972,0.29547553093259465,0.8736567702389288,0.5914496946319512,"если авиакомпания UT, аэропорт вылета RTW, день, то короткая задержка"
"frozenset({'departure_airport=MRV', 'airline_code=WZ', 'time_of_day=День'})","frozenset({'arrival_airport=MCX', 'delay_category=Короткая'})",0.0018441910501307561,0.005562805790558347,0.0017131829427444183,0.9289617486338798,166.99517898154747,1.0,0.001702924066091855,13.99861588771753,0.9958483377702023,0.30088495575221236,0.9285643660758343,0.6184663815633167,"если аэропорт вылета MRV, авиакомпания WZ, день, то короткая задержка"
"frozenset({'time_of_day=Утро', 'departure_airport=VKT', 'airline_code=S7'})","frozenset({'delay_category=Короткая', 'arrival_airport=OMS'})",0.0018441910501307561,0.005547689470475308,0.0016577564357732754,0.8989071038251366,162.03270002928286,1.0,0.0016475254365029201,9.837014747400163,0.9956646019904944,0.289103690685413,0.8983431431507927,0.5988631795238308,"если утро, аэропорт вылета VKT, авиакомпания S7, то короткая задержка"
"frozenset({'time_of_day=Утро', 'departure_airport=KRR', 'airline_code=SU'})","frozenset({'arrival_airport=NAL', 'delay_category=Короткая'})",0.002106207264903432,0.005124432508150216,0.0017333380361884703,0.8229665071770336,160.5966135505027,1.0,0.001722544919211297,5.619702529886397,0.9958707288022604,0.31530705774518786,0.8220546381802499,0.5806081306779957,"если утро, аэропорт вылета KRR, авиакомпания SU, то короткая задержка"
"frozenset({'time_of_day=Утро', 'airline_code=WZ', 'arrival_airport=KJA'})","frozenset({'departure_airport=KRO', 'delay_category=Короткая'})",0.0018441910501307561,0.0058550546454971,0.0017333380361884703,0.9398907103825137,160.52637717144927,1.0,0.001722540196813218,16.53895681817038,0.9956065829350141,0.2905405405405405,0.9395366944243208,0.6179660092360073,"если утро, авиакомпания WZ, аэропорт прилета KJA, то короткая задержка"
"frozenset({'airline_code=WZ', 'arrival_airport=MCX', 'time_of_day=День'})","frozenset({'departure_airport=MRV', 'delay_category=Короткая'})",0.0018441910501307561,0.005834899552053048,0.0017131829427444183,0.9289617486338798,159.2078390290401,1.0,0.0017024222732121101,13.994785644767259,0.9955548956754261,0.28716216216216217,0.9285448148057983,0.6112857102409468,"если авиакомпания WZ, аэропорт прилета MCX, день, то короткая задержка"
"frozenset({'airline_code=SU', 'arrival_airport=TJM', 'time_of_day=День'})","frozenset({'delay_category=Короткая', 'departure_airport=UCT'})",0.002106207264903432,0.005084122321262112,0.0016980666226613793,0.80622009569378,158.57606185479014,1.0,0.0016873584072926793,5.134257245305093,0.9957912206549394,0.3091743119266055,0.8052298604799306,0.5701070746060575,"если авиакомпания SU, аэропорт прилета TJM, день, то короткая задержка"
"frozenset({'departure_airport=SCW', 'airline_code=SU', 'time_of_day=День'})","frozenset({'arrival_airport=NBC', 'delay_category=Короткая'})",0.0018441910501307561,0.006273272834461179,0.0017131829427444183,0.9289617486338798,148.08247196436017,1.0,0.0017016138291280766,13.98861469779182,0.9950821278560643,0.2675059008654603,0.9285132930169379,0.6010270590558957,"если аэропорт вылета SCW, авиакомпания SU, день, то короткая задержка"
"frozenset({'airline_code=WZ', 'arrival_airport=SCW', 'time_of_day=День'})","frozenset({'delay_category=Короткая', 'departure_airport=NBC'})",0.0036783045535394862,0.006278311607822192,0.0033759781518787066,0.9178082191780822,146.18710833571538,1.0,0.0033528846097031144,12.09028054210483,0.9968260814462465,0.5130168453292495,0.9172889333281007,0.7277644627190571,"если авиакомпания WZ, аэропорт прилета SCW, день, то короткая задержка"
"frozenset({'arrival_airport=CSY', 'time_of_day=Вечер', 'airline_code=S7'})","frozenset({'delay_category=Короткая', 'departure_airport=NBC'})",0.0018391522767697431,0.006278311607822192,0.0016678339824953013,0.9068493150684932,144.44159062424416,1.0,0.0016562872114075052,10.667894595974856,0.9949065709786777,0.25859375,0.9062607911051808,0.5862496976626576,"если аэропорт прилета CSY, вечер, авиакомпания S7, то короткая задержка"
"frozenset({'time_of_day=Утро', 'arrival_airport=NAL', 'airline_code=SU'})","frozenset({'delay_category=Короткая', 'departure_airport=KRR'})",0.0018441910501307561,0.0065705604627609455,0.0017333380361884703,0.9398907103825137,143.0457440745583,1.0,0.0017212206673887034,16.527053403210445,0.994843911512975,0.2594268476621418,0.9394931464428047,0.6018471956820544,"если утро, аэропорт прилета NAL, авиакомпания SU, то короткая задержка"
"frozenset({'time_of_day=Утро', 'airline_code=UT', 'arrival_airport=ULV'})","frozenset({'delay_category=Короткая', 'departure_airport=KRR'})",0.0018441910501307561,0.0065705604627609455,0.0017333380361884703,0.9398907103825137,143.0457440745583,1.0,0.0017212206673887034,16.527053403210445,0.994843911512975,0.2594268476621418,0.9394931464428047,0.6018471956820544,"если утро, авиакомпания UT, аэропорт прилета ULV, то короткая задержка"
"frozenset({'time_of_day=Утро', 'airline_code=S7', 'departure_airport=TOF'})","frozenset({'delay_category=Короткая', 'arrival_airport=ABA'})",0.0018441910501307561,0.006489940088984738,0.0017081441693834053,0.9262295081967213,142.7177285917931,1.0,0.0016961754799554149,13.467580812127101,0.9948278145798912,0.25779467680608364,0.9257476146644292,0.5947141329803483,"если утро, авиакомпания S7, аэропорт вылета TOF, то короткая задержка"
"frozenset({'airline_code=UT', 'time_of_day=День', 'arrival_airport=MRV'})","frozenset({'delay_category=Короткая', 'departure_airport=MCX'})",0.002106207264903432,0.00561823229752949,0.0016879890759393533,0.8014354066985646,142.64903340699894,1.0,0.0016761559142583816,5.007850348188346,0.995085644373478,0.27963272120200333,0.8003135216766686,0.550941918595919,"если авиакомпания UT, день, аэропорт прилета MRV, то короткая задержка"
"frozenset({'arrival_airport=TOF', 'airline_code=WZ', 'time_of_day=День'})","frozenset({'delay_category=Короткая', 'departure_airport=ABA'})",0.0018441910501307561,0.0065554441426779065,0.0017081441693834053,0.9262295081967213,141.29164829072215,1.0,0.0016960546779658467,13.466692868288149,0.9947569627248212,0.2552710843373494,0.925742718737216,0.5933991507163469,"если аэропорт прилета TOF, авиакомпания WZ, день, то короткая задержка"
"frozenset({'airline_code=WZ', 'departure_airport=CSY', 'time_of_day=День'})","frozenset({'arrival_airport=NBC', 'delay_category=Короткая'})",0.0018441910501307561,0.006273272834461179,0.0016224850222461844,0.8797814207650273,140.24281168389405,1.0,0.0016109159086298427,8.265999594149708,0.9947039338519272,0.24980605120248253,0.8790224958748178,0.5692079794588188,"если авиакомпания WZ, аэропорт вылета CSY, день, то короткая задержка"
"frozenset({'airline_code=WZ', 'time_of_day=День', 'departure_airport=VKO'})","frozenset({'arrival_airport=SKX', 'delay_category=Короткая'})",0.0036883821002615122,0.0033608618317956676,0.0017232604894664443,0.4672131147540984,139.01586501831054,1.0,0.001710864346844597,1.8706149977926296,0.9964819827385577,0.3235572374645222,0.4654164533161426,0.48997837147000267,"если авиакомпания WZ, день, аэропорт вылета VKO, то короткая задержка"
"frozenset({'time_of_day=Утро', 'departure_airport=OVB', 'airline_code=SU'})","frozenset({'delay_category=Короткая', 'arrival_airport=ABA'})",0.0018441910501307561,0.006489940088984738,0.0016527176624122624,0.8961748633879781,138.08676984692664,1.0,0.001640748972984272,9.569070577037673,0.9945923950014128,0.2473604826546003,0.8954966428610486,0.5754166242405729,"если утро, аэропорт вылета OVB, авиакомпания SU, то короткая задержка"
"frozenset({'time_of_day=Утро', 'airline_code=UT', 'departure_airport=NAL'})","frozenset({'arrival_airport=KRR', 'delay_category=Короткая'})",0.0018441910501307561,0.006636064516454114,0.0016829503025783403,0.912568306010929,137.5164909485459,1.0,0.0016707121317890053,11.361600012093058,0.9945623077779925,0.2475908080059303,0.9119842276672634,0.5830874939318123,"если утро, авиакомпания UT, аэропорт вылета NAL, то короткая задержка"
"frozenset({'time_of_day=Вечер', 'departure_airport=OVB', 'airline_code=S7'})","frozenset({'delay_category=Короткая', 'arrival_airport=MQF'})",0.0018441910501307561,0.006716684890230322,0.0017031053960223923,0.9234972677595629,137.49301669679716,1.0,0.001690718545861281,12.983631904649137,0.9945610639566724,0.24834680382072005,0.9229799483423492,0.5885303293036374,"если вечер, аэропорт вылета OVB, авиакомпания S7, то короткая задержка"
"frozenset({'time_of_day=Утро', 'airline_code=S7', 'arrival_airport=OVB'})","frozenset({'delay_category=Короткая', 'departure_airport=SLY'})",0.0036883821002615122,0.0034263658854888366,0.0017333380361884703,0.46994535519125685,137.15562520090003,1.0,0.0017207002895874865,1.8801337633294388,0.9963840572491337,0.3220973782771535,0.46812294981121555,0.4879138540662167,"если утро, авиакомпания S7, аэропорт прилета OVB, то короткая задержка"
"frozenset({'departure_airport=KZN', 'airline_code=S7', 'time_of_day=День'})","frozenset({'delay_category=Короткая', 'arrival_airport=MQF'})",0.0018441910501307561,0.006716684890230322,0.0016930278493003663,0.9180327868852459,136.67944855066227,1.0,0.001680640999139255,12.118056444339192,0.9945176917279949,0.24651504035216434,0.9174785160810884,0.5850479013195922,"если аэропорт вылета KZN, авиакомпания S7, день, то короткая задержка"
"frozenset({'airline_code=WZ', 'arrival_airport=TJM', 'time_of_day=День'})","frozenset({'delay_category=Короткая', 'departure_airport=URJ'})",0.0036883821002615122,0.0033810169252397196,0.0016980666226613793,0.4603825136612022,136.16687636917413,1.0,0.001685596140353644,1.8468989762296824,0.9963309191897738,0.31613508442776733,0.45855186836400147,0.4813089915548932,"если авиакомпания WZ, аэропорт прилета TJM, день, то короткая задержка"
"frozenset({'airline_code=SU', 'time_of_day=День', 'arrival_airport=KZN'})","frozenset({'departure_airport=MQF', 'delay_category=Короткая'})",0.0018441910501307561,0.006837615450894634,0.0017131829427444183,0.9289617486338798,135.8604845951573,1.0,0.0017005730735256425,13.980670490191258,0.9944735072150468,0.24584237165582068,0.9284726722726501,0.5897572191953482,"если авиакомпания SU, день, аэропорт прилета KZN, то короткая задержка"
"frozenset({'time_of_day=Утро', 'airline_code=SU', 'departure_airport=ULY'})","frozenset({'arrival_airport=RTW', 'delay_category=Короткая'})",0.0018441910501307561,0.006741878757035387,0.0016879890759393533,0.9153005464480874,135.76342432633325,1.0,0.001675555763474562,11.72685394757823,0.994468235314505,0.24470416362308253,0.9147256370318729,0.5828371192629077,"если утро, авиакомпания SU, аэропорт вылета ULY, то короткая задержка"
"frozenset({'departure_airport=LED', 'airline_code=WZ', 'time_of_day=День'})","frozenset({'delay_category=Короткая', 'arrival_airport=KLF'})",0.0036883821002615122,0.0033356679649906027,0.0016627952091342883,0.45081967213114754,135.1512431281264,1.0,0.0016504919911198013,1.8148216195264348,0.9962755267885016,0.3101503759398496,0.4489816578992799,0.47465454905651033,"если аэропорт вылета LED, авиакомпания WZ, день, то короткая задержка"
"frozenset({'airline_code=SU', 'time_of_day=День', 'arrival_airport=ULY'})","frozenset({'departure_airport=RTW', 'delay_category=Короткая'})",0.0018441910501307561,0.006716684890230322,0.0016728727558563143,0.907103825136612,135.05231225839248,1.0,0.001660485905695203,10.692402745005168,0.9944293795997236,0.24286759326993415,0.9064756515585668,0.5780830453515018,"если авиакомпания SU, день, аэропорт прилета ULY, то короткая задержка"
"frozenset({'airline_code=SU', 'departure_airport=ULY', 'time_of_day=День'})","frozenset({'arrival_airport=RTW', 'delay_category=Короткая'})",0.0018441910501307561,0.006741878757035387,0.0016779115292173273,0.9098360655737705,134.95289641990738,1.0,0.001665478216752536,11.016135526512882,0.9944239148156461,0.24288840262582057,0.9092240652274776,0.5793574946702933,"если авиакомпания SU, аэропорт вылета ULY, день, то короткая задержка"
"frozenset({'airline_code=WZ', 'departure_airport=OVB', 'time_of_day=День'})","frozenset({'delay_category=Короткая', 'arrival_airport=SLY'})",0.0036833433269004992,0.0034314046588498496,0.0016930278493003663,0.45964432284541723,133.95223488432356,1.0,0.0016803888078482964,1.8442826409984323,0.9962040137705818,0.31226765799256506,0.45778375951170164,0.4765181966649994,"если авиакомпания WZ, аэропорт вылета OVB, день, то короткая задержка"
"frozenset({'departure_airport=LED', 'airline_code=WZ', 'time_of_day=День'})","frozenset({'arrival_airport=VOZ', 'delay_category=Короткая'})",0.0036883821002615122,0.0033860556986007326,0.0016728727558563143,0.453551912568306,133.94697339318242,1.0,0.0016603836886271068,1.8238035180715608,0.9962087576722845,0.30970149253731344,0.4516953223901156,0.47379976580796257,"если аэропорт вылета LED, авиакомпания WZ, день, то короткая задержка"
"frozenset({'arrival_airport=NBC', 'airline_code=S7', 'time_of_day=День'})","frozenset({'delay_category=Короткая', 'departure_airport=SCW'})",0.0018441910501307561,0.007054282705418193,0.0017232604894664443,0.9344262295081968,132.4622599531616,1.0,0.0017102510444360198,15.142422188742382,0.994284330174739,0.2401685393258427,0.9339603672691513,0.5893559718969555,"если аэропорт прилета NBC, авиакомпания S7, день, то короткая задержка"
"frozenset({'airline_code=UT', 'time_of_day=Вечер', 'arrival_airport=LED'})","frozenset({'delay_category=Короткая', 'departure_airport=VOZ'})",0.0036783045535394862,0.0033507842850736417,0.0016325625689682104,0.4438356164383562,132.45723349469566,1.0,0.0016202373638744955,1.7920047474677245,0.9961144055856906,0.3025210084033613,0.4419657640901363,0.46552683077556906,"если авиакомпания UT, вечер, аэропорт прилета LED, то короткая задержка"
"frozenset({'airline_code=WZ', 'departure_airport=NBC', 'time_of_day=День'})","frozenset({'delay_category=Короткая', 'arrival_airport=SCW'})",0.0036783045535394862,0.006938390918114894,0.0033759781518787066,0.9178082191780822,132.27969280050934,1.0,0.0033504566369703674,12.082249577162937,0.9961042353862782,0.46624913013221986,0.9172339560101346,0.7021866077735001,"если авиакомпания WZ, аэропорт вылета NBC, день, то короткая задержка"
"frozenset({'airline_code=UT', 'time_of_day=Вечер', 'departure_airport=KHV'})","frozenset({'arrival_airport=UUS', 'delay_category=Короткая'})",0.0018441910501307561,0.006983739878364011,0.0016980666226613793,0.9207650273224044,131.84411838920036,1.0,0.001685187272081259,12.532550041535135,0.9942488703416361,0.2381625441696113,0.9202077792080766,0.5819553852340738,"если авиакомпания UT, вечер, аэропорт вылета KHV, то короткая задержка"
"frozenset({'airline_code=UT', 'time_of_day=День', 'arrival_airport=ULY'})","frozenset({'departure_airport=RTW', 'delay_category=Короткая'})",0.0018441910501307561,0.006716684890230322,0.0016124074755241584,0.8743169398907105,130.17090338158312,1.0,0.0016000206253630471,7.903080289786433,0.9941511963956687,0.23205221174764323,0.8734670579910022,0.5571884774472307,"если авиакомпания UT, день, аэропорт прилета ULY, то короткая задержка"
"frozenset({'arrival_airport=EGO', 'airline_code=SU', 'time_of_day=День'})","frozenset({'delay_category=Короткая', 'departure_airport=AAQ'})",0.0036833433269004992,0.0036379943666513823,0.0017232604894664443,0.46785225718194257,128.6016991864065,1.0,0.0017098605071927374,1.872340941177321,0.9958922661092285,0.3078307830783078,0.46590923799850054,0.4707682338541292,"если аэропорт прилета EGO, авиакомпания SU, день, то короткая задержка"
"frozenset({'departure_airport=EGO', 'airline_code=SU', 'time_of_day=День'})","frozenset({'delay_category=Короткая', 'arrival_airport=AAQ'})",0.0036883821002615122,0.0036279168199293563,0.0016980666226613793,0.4603825136612022,126.89996394960535,1.0,0.0016846854792015142,1.846441430095726,0.9957926408673154,0.3022421524663677,0.45841769811883143,0.4642190346083789,"если аэропорт вылета EGO, авиакомпания SU, день, то короткая задержка"
